attribute,subgroup,rows,error_prevalence,method,AUROC,AUPRC,AURC
scene,parking lot,352,0.5880681818181818,geometric,0.7430618024321173,0.8166161187611127,0.42133125008813493
scene,parking lot,352,0.5880681818181818,predictive_entropy,0.5615525570548059,0.6435059329408522,0.5142781683792799
scene,parking lot,352,0.5880681818181818,presence,0.49936698317507916,0.5898170368279064,0.5166456910130085
scene,parking lot,352,0.5880681818181818,representation,0.5956688322505415,0.6599144323179263,0.5296155536477646
scene,parking lot,352,0.5880681818181818,semantic,0.6028319173746459,0.6873252372608114,0.49937735119292415
scene,parking lot,352,0.5880681818181818,semantic_geometric,0.7646176911544227,0.8300164106821584,0.39300611420039755
scene,parking lot,352,0.5880681818181818,semantic_mi,0.542495418957188,0.6067780992447595,0.554353258611354
scene,residential,5413,0.5496028080546832,all_internal,0.783773309159595,0.8054501776506638,0.33860887772920484
scene,residential,5413,0.5496028080546832,all_internal_rf,0.848836558413357,0.8576897512732207,0.27545235241066146
scene,residential,5413,0.5496028080546832,all_plus_confidence,0.8163357484092899,0.837865286144572,0.3058960811481075
scene,residential,5413,0.5496028080546832,box_variance,0.6504866228689999,0.6637145761640273,0.4210469887334775
scene,residential,5413,0.5496028080546832,confidence,0.735006652373829,0.7317308105624871,0.35328662171474384
scene,residential,5413,0.5496028080546832,embedding_variance,0.6708222058306506,0.6662904597056141,0.3906409177611446
scene,residential,5413,0.5496028080546832,geometric,0.758930381012126,0.7625116840564053,0.3353816700717525
scene,residential,5413,0.5496028080546832,predictive_entropy,0.5911153238982221,0.6432353249468838,0.47388964997814115
scene,residential,5413,0.5496028080546832,presence,0.510772226856288,0.5580055848854059,0.5435894700019996
scene,residential,5413,0.5496028080546832,representation,0.6327487057169052,0.6564439442374963,0.46026086760129936
scene,residential,5413,0.5496028080546832,semantic,0.6130483038170149,0.6735590705350261,0.4650472921870152
scene,residential,5413,0.5496028080546832,semantic_geometric,0.7557648161807791,0.774862526254378,0.3598826090384814
scene,residential,5413,0.5496028080546832,semantic_mi,0.5766549244800463,0.5958052012396439,0.4878884433089047
timeofday,dawn/dusk,3513,0.5428408767435241,all_internal,0.7843140007875553,0.7947519703158075,0.32789032176931465
timeofday,dawn/dusk,3513,0.5428408767435241,all_internal_rf,0.8506266811465395,0.8535759767837934,0.26903225509154965
timeofday,dawn/dusk,3513,0.5428408767435241,all_plus_confidence,0.8291961646186529,0.8352931157815473,0.28848037835873974
timeofday,dawn/dusk,3513,0.5428408767435241,box_variance,0.6472349690234771,0.6613372401744843,0.42384127112521636
timeofday,dawn/dusk,3513,0.5428408767435241,confidence,0.7820489629542074,0.7780398521639696,0.3183617845654351
timeofday,dawn/dusk,3513,0.5428408767435241,embedding_variance,0.6507704785606675,0.6353639416044469,0.4015429715693695
timeofday,dawn/dusk,3513,0.5428408767435241,geometric,0.7566405084237728,0.754924072969545,0.33338848405460353
